seqn.,myunique_id,myanger_direction,Target,mydeveloper_comment,R11,R12,R31,R32,R51,R52,POS,DEP,Targets
649,409662_1,self,me,'How stupid of me I coded this and when looking for why the source file is not around anymore I did not see it ....' ,,,,,I ,,"[(""'"", '``'), ('How', 'WRB'), ('stupid', 'JJ'), ('of', 'IN'), ('me', 'PRP'), ('I', 'PRP'), ('coded', 'VBD'), ('this', 'DT'), ('and', 'CC'), ('when', 'WRB'), ('looking', 'VBG'), ('for', 'IN'), ('why', 'WRB'), ('the', 'DT'), ('source', 'NN'), ('file', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('around', 'RB'), ('anymore', 'RB'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('see', 'VB'), ('it', 'PRP'), ('....', ','), (""'"", ""''"")]","[('ROOT', 0, 1), ('advmod', 3, 2), ('dep', 7, 3), ('case', 5, 4), ('obl', 3, 5), ('nsubj', 7, 6), ('dep', 1, 7), ('obj', 7, 8), ('cc', 11, 9), ('advmod', 11, 10), ('conj', 7, 11), ('mark', 19, 12), ('advmod', 19, 13), ('det', 16, 14), ('compound', 16, 15), ('nsubj', 19, 16), ('cop', 19, 17), ('advmod', 19, 18), ('advcl', 24, 19), ('advmod', 19, 20), ('nsubj', 24, 21), ('aux', 24, 22), ('advmod', 24, 23), ('ccomp', 11, 24), ('obj', 24, 25), ('punct', 7, 26), ('punct', 7, 27)]",I It 
650,742492_1,self,,'Hmm looks like I made a dumb error there is no close call on the query executor in my test code which causes it to be left open until such time as it gets GCd on the client.' ,,,,,I ,,"[(""'"", '``'), ('Hmm', 'UH'), ('looks', 'VBZ'), ('like', 'IN'), ('I', 'PRP'), ('made', 'VBD'), ('a', 'DT'), ('dumb', 'JJ'), ('error', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('close', 'JJ'), ('call', 'NN'), ('on', 'IN'), ('the', 'DT'), ('query', 'NN'), ('executor', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('test', 'NN'), ('code', 'NN'), ('which', 'WDT'), ('causes', 'VBZ'), ('it', 'PRP'), ('to', 'TO'), ('be', 'VB'), ('left', 'VBN'), ('open', 'JJ'), ('until', 'IN'), ('such', 'JJ'), ('time', 'NN'), ('as', 'IN'), ('it', 'PRP'), ('gets', 'VBZ'), ('GCd', 'NN'), ('on', 'IN'), ('the', 'DT'), ('client', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 14), ('punct', 14, 1), ('nsubj', 3, 2), ('csubj', 14, 3), ('mark', 6, 4), ('nsubj', 6, 5), ('advcl', 3, 6), ('det', 9, 7), ('amod', 9, 8), ('obj', 6, 9), ('advmod', 6, 10), ('cop', 14, 11), ('det', 14, 12), ('amod', 14, 13), ('case', 18, 15), ('det', 18, 16), ('compound', 18, 17), ('nmod', 14, 18), ('case', 22, 19), ('nmod:poss', 22, 20), ('compound', 22, 21), ('nmod', 18, 22), ('nsubj', 24, 23), ('acl:relcl', 18, 24), ('obj', 24, 25), ('mark', 28, 26), ('aux:pass', 28, 27), ('xcomp', 24, 28), ('obj', 28, 29), ('case', 32, 30), ('amod', 32, 31), ('obl', 28, 32), ('mark', 35, 33), ('nsubj', 35, 34), ('advcl', 28, 35), ('obj', 35, 36), ('case', 39, 37), ('det', 39, 38), ('obl', 35, 39), ('punct', 14, 40), ('punct', 14, 41)]",I 
651,642768_11,ob,,'I am actually forcing myself to deal with the fact that the world has decided on the horrible vertically misaligned braces choice every day maybe that makes me blind to other style issues.' ,,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('actually', 'RB'), ('forcing', 'VBG'), ('myself', 'PRP'), ('to', 'TO'), ('deal', 'VB'), ('with', 'IN'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('the', 'DT'), ('world', 'NN'), ('has', 'VBZ'), ('decided', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('horrible', 'JJ'), ('vertically', 'RB'), ('misaligned', 'VBN'), ('braces', 'VBZ'), ('choice', 'NN'), ('every', 'DT'), ('day', 'NN'), ('maybe', 'RB'), ('that', 'WDT'), ('makes', 'VBZ'), ('me', 'PRP'), ('blind', 'JJ'), ('to', 'IN'), ('other', 'JJ'), ('style', 'NN'), ('issues', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('dep', 1, 5), ('obj', 5, 6), ('mark', 8, 7), ('xcomp', 5, 8), ('case', 11, 9), ('det', 11, 10), ('obl', 8, 11), ('mark', 16, 12), ('det', 14, 13), ('nsubj', 16, 14), ('aux', 16, 15), ('ccomp', 11, 16), ('case', 19, 17), ('det', 19, 18), ('obl', 28, 19), ('advmod', 21, 20), ('dep', 28, 21), ('dep', 28, 22), ('obj', 22, 23), ('det', 25, 24), ('obl:tmod', 28, 25), ('advmod', 28, 26), ('nsubj', 28, 27), ('xcomp', 16, 28), ('nsubj', 30, 29), ('xcomp', 28, 30), ('case', 34, 31), ('amod', 34, 32), ('compound', 34, 33), ('obl', 30, 34), ('punct', 5, 35), ('punct', 5, 36)]",I 
652,319632_2,ob,,'Time zones are almost as ugly to work with as character sets.' ,,,,,,,"[(""'"", '``'), ('Time', 'NN'), ('zones', 'NNS'), ('are', 'VBP'), ('almost', 'RB'), ('as', 'IN'), ('ugly', 'JJ'), ('to', 'TO'), ('work', 'VB'), ('with', 'IN'), ('as', 'IN'), ('character', 'NN'), ('sets', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 9), ('punct', 9, 1), ('compound', 3, 2), ('nsubj', 9, 3), ('cop', 9, 4), ('advmod', 9, 5), ('mark', 9, 6), ('nsubj', 9, 7), ('mark', 9, 8), ('case', 13, 10), ('case', 13, 11), ('compound', 13, 12), ('obl', 9, 13), ('punct', 9, 14), ('punct', 9, 15)]",
653,315478_2,ob,,'Of course urls for static resources in normal servlet apps that contain the jsessionid param are 100 valid but if you ask me really ugly.',,,,,,,"[(""'"", '``'), ('Of', 'RB'), ('course', 'RB'), ('urls', 'NNS'), ('for', 'IN'), ('static', 'NN'), ('resources', 'NNS'), ('in', 'IN'), ('normal', 'JJ'), ('servlet', 'NN'), ('apps', 'NNS'), ('that', 'WDT'), ('contain', 'VBP'), ('the', 'DT'), ('jsessionid', 'NN'), ('param', 'NN'), ('are', 'VBP'), ('100', 'CD'), ('valid', 'JJ'), ('but', 'CC'), ('if', 'IN'), ('you', 'PRP'), ('ask', 'VBP'), ('me', 'PRP'), ('really', 'RB'), ('ugly', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 19), ('punct', 19, 1), ('advmod', 19, 2), ('fixed', 2, 3), ('nsubj', 19, 4), ('case', 7, 5), ('compound', 7, 6), ('nmod', 4, 7), ('case', 11, 8), ('amod', 11, 9), ('compound', 11, 10), ('nmod', 4, 11), ('nsubj', 13, 12), ('acl:relcl', 11, 13), ('det', 16, 14), ('compound', 16, 15), ('obj', 13, 16), ('cop', 19, 17), ('nummod', 19, 18), ('dep', 19, 20), ('mark', 23, 21), ('nsubj', 23, 22), ('dep', 20, 23), ('nsubj', 26, 24), ('advmod', 26, 25), ('xcomp', 23, 26), ('punct', 19, 27), ('punct', 19, 28)]",
654,1034810_1,self,,'My test case was a false positive stupid mistake on my part. ' ,,,,,,,"[(""'"", '``'), ('My', 'PRP$'), ('test', 'NN'), ('case', 'NN'), ('was', 'VBD'), ('a', 'DT'), ('false', 'JJ'), ('positive', 'JJ'), ('stupid', 'JJ'), ('mistake', 'NN'), ('on', 'IN'), ('my', 'PRP$'), ('part', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nmod:poss', 4, 2), ('compound', 4, 3), ('nsubj', 10, 4), ('cop', 10, 5), ('det', 10, 6), ('amod', 10, 7), ('amod', 10, 8), ('amod', 10, 9), ('dep', 1, 10), ('case', 13, 11), ('nmod:poss', 13, 12), ('nmod', 10, 13), ('punct', 10, 14), ('punct', 10, 15)]",
655,477261_3,ob,,'The refactoring of BC slowly becoming annoying.' ,,,,,,,"[(""'"", '``'), ('The', 'DT'), ('refactoring', 'NN'), ('of', 'IN'), ('BC', 'NN'), ('slowly', 'RB'), ('becoming', 'VBG'), ('annoying', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('det', 3, 2), ('nsubj', 7, 3), ('case', 5, 4), ('nmod', 3, 5), ('advmod', 7, 6), ('dep', 1, 7), ('xcomp', 7, 8), ('punct', 7, 9), ('punct', 7, 10)]",
656,1698782_2,ob,,'Sorry I could not write before I hate Mondays.' ,,,,,,,"[(""'"", '``'), ('Sorry', 'UH'), ('I', 'PRP'), ('could', 'MD'), ('not', 'RB'), ('write', 'VB'), ('before', 'IN'), ('I', 'PRP'), ('hate', 'VBP'), ('Mondays', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('discourse', 6, 2), ('nsubj', 6, 3), ('aux', 6, 4), ('advmod', 6, 5), ('mark', 9, 7), ('nsubj', 9, 8), ('advcl', 6, 9), ('obj', 9, 10), ('punct', 6, 11), ('punct', 6, 12)]",
657,684490_1,ob,,'I will take a look anyway too bad I ca not find my stupid automata text book already bought the stupid thing twice in my life.' ,,,,,I ,I ,"[(""'"", '``'), ('I', 'PRP'), ('will', 'MD'), ('take', 'VB'), ('a', 'DT'), ('look', 'NN'), ('anyway', 'RB'), ('too', 'RB'), ('bad', 'JJ'), ('I', 'PRP'), ('ca', 'MD'), ('not', 'RB'), ('find', 'VB'), ('my', 'PRP$'), ('stupid', 'JJ'), ('automata', 'NN'), ('text', 'NN'), ('book', 'NN'), ('already', 'RB'), ('bought', 'VBD'), ('the', 'DT'), ('stupid', 'JJ'), ('thing', 'NN'), ('twice', 'RB'), ('in', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('det', 6, 5), ('obj', 4, 6), ('advmod', 4, 7), ('advmod', 9, 8), ('dep', 13, 9), ('nsubj', 13, 10), ('aux', 13, 11), ('advmod', 13, 12), ('parataxis', 4, 13), ('nmod:poss', 18, 14), ('amod', 18, 15), ('compound', 18, 16), ('compound', 18, 17), ('nsubj', 20, 18), ('advmod', 20, 19), ('ccomp', 13, 20), ('det', 23, 21), ('amod', 23, 22), ('obj', 20, 23), ('advmod', 20, 24), ('case', 27, 25), ('nmod:poss', 27, 26), ('obl', 20, 27), ('punct', 4, 28), ('punct', 4, 29)]",
658,653763_5,ob,,'My ant-foo is too weak for me to be sure I did not set up some kind of horrible circular dependency that has not hit me.' ,,,,,I ,I ,"[(""'"", '``'), ('My', 'PRP$'), ('ant', 'NN'), ('-', 'HYPH'), ('foo', 'NN'), ('is', 'VBZ'), ('too', 'RB'), ('weak', 'JJ'), ('for', 'IN'), ('me', 'PRP'), ('to', 'TO'), ('be', 'VB'), ('sure', 'JJ'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('set', 'VBN'), ('up', 'RP'), ('some', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('horrible', 'JJ'), ('circular', 'JJ'), ('dependency', 'NN'), ('that', 'WDT'), ('has', 'VBZ'), ('not', 'RB'), ('hit', 'VB'), ('me', 'PRP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nmod:poss', 5, 2), ('compound', 5, 3), ('punct', 5, 4), ('nsubj', 8, 5), ('cop', 8, 6), ('advmod', 8, 7), ('dep', 1, 8), ('mark', 13, 9), ('nsubj', 13, 10), ('mark', 13, 11), ('cop', 13, 12), ('advcl', 17, 13), ('nsubj', 17, 14), ('aux', 17, 15), ('advmod', 17, 16), ('parataxis', 8, 17), ('compound:prt', 17, 18), ('det', 20, 19), ('obj', 17, 20), ('case', 24, 21), ('amod', 24, 22), ('amod', 24, 23), ('nmod', 20, 24), ('nsubj', 28, 25), ('aux', 28, 26), ('advmod', 28, 27), ('acl:relcl', 20, 28), ('obj', 28, 29), ('punct', 8, 30), ('punct', 8, 31)]",I I 
659,738547_1,self,,'Attached the psml page in question incase I have done something stupid spelling errors or other such inspite of my checking ' ,,,,,I ,,"[(""'"", '``'), ('Attached', 'VBN'), ('the', 'DT'), ('psml', 'NN'), ('page', 'NN'), ('in', 'IN'), ('question', 'NN'), ('incase', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('done', 'VBN'), ('something', 'NN'), ('stupid', 'JJ'), ('spelling', 'NN'), ('errors', 'NNS'), ('or', 'CC'), ('other', 'JJ'), ('such', 'JJ'), ('inspite', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('checking', 'NN'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('det', 5, 3), ('compound', 5, 4), ('dep', 2, 5), ('case', 7, 6), ('nmod', 5, 7), ('mark', 11, 8), ('nsubj', 11, 9), ('aux', 11, 10), ('dep', 5, 11), ('obj', 11, 12), ('amod', 15, 13), ('compound', 15, 14), ('dep', 12, 15), ('cc', 19, 16), ('amod', 19, 17), ('amod', 19, 18), ('conj', 15, 19), ('case', 22, 20), ('nmod:poss', 22, 21), ('nmod', 19, 22), ('punct', 11, 23)]",I I 
660,413403_3,ob,,'We have certainly made some progress on some process related things but the site and documentation are still terrible.' ,,,,,,,"[(""'"", '``'), ('We', 'PRP'), ('have', 'VBP'), ('certainly', 'RB'), ('made', 'VBN'), ('some', 'DT'), ('progress', 'NN'), ('on', 'IN'), ('some', 'DT'), ('process', 'NN'), ('related', 'VBN'), ('things', 'NNS'), ('but', 'CC'), ('the', 'DT'), ('site', 'NN'), ('and', 'CC'), ('documentation', 'NN'), ('are', 'VBP'), ('still', 'RB'), ('terrible', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('dep', 1, 5), ('det', 7, 6), ('nsubj', 11, 7), ('case', 10, 8), ('det', 10, 9), ('obl', 11, 10), ('ccomp', 5, 11), ('obj', 11, 12), ('cc', 20, 13), ('det', 15, 14), ('nsubj', 20, 15), ('cc', 17, 16), ('conj', 15, 17), ('cop', 20, 18), ('advmod', 20, 19), ('conj', 12, 20), ('punct', 5, 21), ('punct', 5, 22)]",I 
661,798922_3,self,,'So everything is fine .. stupid me.' ,,,,,,,"[(""'"", '``'), ('So', 'RB'), ('everything', 'NN'), ('is', 'VBZ'), ('fine', 'JJ'), ('.', '.'), ('.', '.'), ('stupid', 'JJ'), ('me', 'PRP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('advmod', 5, 2), ('nsubj', 5, 3), ('cop', 5, 4), ('punct', 5, 6), ('ROOT', 0, 1), ('ROOT', 0, 2), ('amod', 2, 1), ('punct', 2, 3), ('ROOT', 0, 1)]",
662,398784_1,ob,,'We are having this annoying trace too. ' ,,,,,We ,,"[(""'"", '``'), ('We', 'PRP'), ('are', 'VBP'), ('having', 'VBG'), ('this', 'DT'), ('annoying', 'JJ'), ('trace', 'NN'), ('too', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('dep', 1, 4), ('det', 7, 5), ('amod', 7, 6), ('obj', 4, 7), ('advmod', 4, 8), ('punct', 4, 9), ('punct', 4, 10)]",
663,807405_1,self,,'omg I am very sorry forgive my ignorance!' ,,,,,,,"[(""'"", '``'), ('omg', 'NN'), ('I', 'PRP'), ('am', 'VBP'), ('very', 'RB'), ('sorry', 'JJ'), ('forgive', 'VB'), ('my', 'PRP$'), ('ignorance', 'NN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('nsubj', 6, 2), ('nsubj', 6, 3), ('cop', 6, 4), ('advmod', 6, 5), ('dep', 6, 7), ('nmod:poss', 9, 8), ('obj', 7, 9), ('punct', 6, 10), ('punct', 6, 11)]",We 
664,317577_2,ob,,'Its an ugly solution but seems to work as a stop gap.' ,,,,,,,"[(""'"", '``'), ('Its', 'PRP$'), ('an', 'DT'), ('ugly', 'JJ'), ('solution', 'NN'), ('but', 'CC'), ('seems', 'VBZ'), ('to', 'TO'), ('work', 'VB'), ('as', 'IN'), ('a', 'DT'), ('stop', 'NN'), ('gap', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nmod:poss', 5, 2), ('det', 5, 3), ('amod', 5, 4), ('dep', 1, 5), ('cc', 7, 6), ('conj', 5, 7), ('mark', 9, 8), ('xcomp', 7, 9), ('case', 13, 10), ('det', 13, 11), ('compound', 13, 12), ('obl', 9, 13), ('punct', 5, 14), ('punct', 5, 15)]",
665,309672_8,ob,,'The problem here is that dict are mutable as well they are unhashable d1 = dicta=1 set Traceback most recent call last File '' line 1 in TypeError dict objects are unhashable So the only workaround is to use a tuple as they are immutable holding two integers to represent uuids but it is kinda ugly.',,,,,they ,they ,"[(""'"", '``'), ('The', 'DT'), ('problem', 'NN'), ('here', 'RB'), ('is', 'VBZ'), ('that', 'IN'), ('dict', 'NN'), ('are', 'VBP'), ('mutable', 'JJ'), ('as', 'RB'), ('well', 'RB'), ('they', 'PRP'), ('are', 'VBP'), ('unhashable', 'JJ'), ('d1', 'NN'), ('=', 'SYM'), ('dicta', 'NN'), ('=', 'SYM'), ('1', 'CD'), ('set', 'NN'), ('Traceback', 'NN'), ('most', 'RBS'), ('recent', 'JJ'), ('call', 'NN'), ('last', 'JJ'), ('File', 'NN'), (""''"", ""''""), ('line', 'NN'), ('1', 'CD'), ('in', 'IN'), ('TypeError', 'NNP'), ('dict', 'NN'), ('objects', 'NNS'), ('are', 'VBP'), ('unhashable', 'JJ'), ('So', 'IN'), ('the', 'DT'), ('only', 'JJ'), ('workaround', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('use', 'VB'), ('a', 'DT'), ('tuple', 'NN'), ('as', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('immutable', 'JJ'), ('holding', 'VBG'), ('two', 'CD'), ('integers', 'NNS'), ('to', 'TO'), ('represent', 'VB'), ('uuids', 'NNS'), ('but', 'CC'), ('it', 'PRP'), ('is', 'VBZ'), ('kinda', 'RB'), ('ugly', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 35), ('punct', 35, 1), ('det', 3, 2), ('nsubj', 5, 3), ('advmod', 3, 4), ('csubj', 35, 5), ('mark', 9, 6), ('nsubj', 9, 7), ('cop', 9, 8), ('ccomp', 5, 9), ('cc', 21, 10), ('fixed', 10, 11), ('nsubj', 21, 12), ('cop', 21, 13), ('amod', 21, 14), ('nsubj', 21, 15), ('dep', 21, 16), ('nsubj', 21, 17), ('dep', 21, 18), ('nummod', 20, 19), ('compound', 21, 20), ('conj', 9, 21), ('advmod', 23, 22), ('amod', 24, 23), ('compound', 28, 24), ('amod', 26, 25), ('compound', 28, 26), ('punct', 28, 27), ('obj', 21, 28), ('nummod', 28, 29), ('case', 33, 30), ('compound', 33, 31), ('compound', 33, 32), ('obl', 21, 33), ('cop', 35, 34), ('mark', 42, 36), ('det', 39, 37), ('amod', 39, 38), ('nsubj', 42, 39), ('aux', 42, 40), ('mark', 42, 41), ('ccomp', 35, 42), ('det', 44, 43), ('obj', 42, 44), ('advcl', 42, 45), ('dep', 45, 46), ('dep', 46, 47), ('dep', 47, 48), ('dep', 48, 49), ('nummod', 51, 50), ('obj', 49, 51), ('mark', 53, 52), ('xcomp', 49, 53), ('obj', 53, 54), ('cc', 59, 55), ('nsubj', 59, 56), ('cop', 59, 57), ('advmod', 59, 58), ('conj', 48, 59), ('punct', 48, 60), ('punct', 48, 61)]",
666,510014_1,self,,'Well ahm before everyones rotflol or something similar shame on my head my little testprogramm was terribly wrong in two ways actually.' ,,,,,,,"[(""'"", '``'), ('Well', 'UH'), ('ahm', 'NN'), ('before', 'IN'), ('everyones', 'NN'), ('rotflol', 'NN'), ('or', 'CC'), ('something', 'NN'), ('similar', 'JJ'), ('shame', 'NN'), ('on', 'IN'), ('my', 'PRP$'), ('head', 'NN'), ('my', 'PRP$'), ('little', 'JJ'), ('testprogramm', 'NN'), ('was', 'VBD'), ('terribly', 'RB'), ('wrong', 'JJ'), ('in', 'IN'), ('two', 'CD'), ('ways', 'NNS'), ('actually', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('dep', 2, 3), ('case', 6, 4), ('compound', 6, 5), ('nmod', 3, 6), ('cc', 8, 7), ('conj', 6, 8), ('amod', 10, 9), ('obj', 19, 10), ('case', 13, 11), ('nmod:poss', 13, 12), ('nmod', 10, 13), ('nmod:poss', 16, 14), ('amod', 16, 15), ('nsubj', 19, 16), ('cop', 19, 17), ('advmod', 19, 18), ('acl:relcl', 8, 19), ('case', 22, 20), ('nummod', 22, 21), ('obl', 19, 22), ('advmod', 22, 23), ('punct', 2, 24), ('punct', 2, 25)]",they they 
667,324280_1,ob,,'Please also try to login with other user than admin for example user1 / password since plain users differently from admin have a link to edit their own profile the result is quite ugly ATM.',,,,,,,"[(""'"", '``'), ('Please', 'UH'), ('also', 'RB'), ('try', 'VB'), ('to', 'TO'), ('login', 'VB'), ('with', 'IN'), ('other', 'JJ'), ('user', 'NN'), ('than', 'IN'), ('admin', 'NN'), ('for', 'IN'), ('example', 'NN'), ('user1', 'NN'), ('/', 'HYPH'), ('password', 'NN'), ('since', 'IN'), ('plain', 'JJ'), ('users', 'NNS'), ('differently', 'RB'), ('from', 'IN'), ('admin', 'NN'), ('have', 'VBP'), ('a', 'DT'), ('link', 'NN'), ('to', 'TO'), ('edit', 'VB'), ('their', 'PRP$'), ('own', 'JJ'), ('profile', 'NN'), ('the', 'DT'), ('result', 'NN'), ('is', 'VBZ'), ('quite', 'RB'), ('ugly', 'JJ'), ('ATM', 'NNP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('discourse', 4, 2), ('advmod', 4, 3), ('mark', 6, 5), ('xcomp', 4, 6), ('case', 9, 7), ('amod', 9, 8), ('obl', 6, 9), ('case', 11, 10), ('obl', 6, 11), ('case', 13, 12), ('nmod', 11, 13), ('compound', 16, 14), ('punct', 16, 15), ('dep', 11, 16), ('mark', 23, 17), ('amod', 19, 18), ('nsubj', 23, 19), ('advmod', 19, 20), ('case', 22, 21), ('obl', 20, 22), ('advcl', 6, 23), ('det', 25, 24), ('obj', 23, 25), ('mark', 27, 26), ('ccomp', 23, 27), ('nmod:poss', 30, 28), ('amod', 30, 29), ('obj', 27, 30), ('det', 32, 31), ('nsubj', 36, 32), ('cop', 36, 33), ('advmod', 35, 34), ('amod', 36, 35), ('ccomp', 27, 36), ('punct', 4, 37), ('punct', 4, 38)]",
668,347703_1,ob,,' I thought it was not giving me a way to add reviewers but it turns out the interface is just terrible and/or I am an idiot.' ,,,,,it ,I ,"[(""'"", '``'), ('I', 'PRP'), ('thought', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('giving', 'VBG'), ('me', 'PRP'), ('a', 'DT'), ('way', 'NN'), ('to', 'TO'), ('add', 'VB'), ('reviewers', 'NNS'), ('but', 'CC'), ('it', 'PRP'), ('turns', 'VBZ'), ('out', 'RP'), ('the', 'DT'), ('interface', 'NN'), ('is', 'VBZ'), ('just', 'RB'), ('terrible', 'JJ'), ('and', 'CC'), ('/', 'HYPH'), ('or', 'CC'), ('I', 'PRP'), ('am', 'VBP'), ('an', 'DT'), ('idiot', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 3, 2), ('dep', 1, 3), ('nsubj', 7, 4), ('aux', 7, 5), ('advmod', 7, 6), ('ccomp', 3, 7), ('iobj', 7, 8), ('det', 10, 9), ('obj', 7, 10), ('mark', 12, 11), ('advcl', 7, 12), ('obj', 12, 13), ('cc', 16, 14), ('nsubj', 16, 15), ('conj', 3, 16), ('compound:prt', 16, 17), ('det', 19, 18), ('obj', 16, 19), ('cop', 22, 20), ('advmod', 22, 21), ('xcomp', 16, 22), ('cc', 29, 23), ('punct', 23, 24), ('cc', 23, 25), ('nsubj', 29, 26), ('cop', 29, 27), ('det', 29, 28), ('conj', 22, 29), ('punct', 3, 30), ('punct', 3, 31)]",
669,312730_4,ob,,'Hopefully it wo not come to that because that is an ugly solution code that uses ClassFactory would have an additional requirement to manage a mutex.' ,,,,,,,"[(""'"", '``'), ('Hopefully', 'RB'), ('it', 'PRP'), ('wo', 'MD'), ('not', 'RB'), ('come', 'VB'), ('to', 'IN'), ('that', 'DT'), ('because', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('an', 'DT'), ('ugly', 'JJ'), ('solution', 'NN'), ('code', 'NN'), ('that', 'WDT'), ('uses', 'VBZ'), ('ClassFactory', 'NNP'), ('would', 'MD'), ('have', 'VB'), ('an', 'DT'), ('additional', 'JJ'), ('requirement', 'NN'), ('to', 'TO'), ('manage', 'VB'), ('a', 'DT'), ('mutex', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('advmod', 6, 2), ('nsubj', 6, 3), ('aux', 6, 4), ('advmod', 6, 5), ('case', 8, 7), ('obl', 6, 8), ('mark', 15, 9), ('nsubj', 15, 10), ('cop', 15, 11), ('det', 15, 12), ('amod', 15, 13), ('compound', 15, 14), ('advcl', 20, 15), ('nsubj', 17, 16), ('csubj', 20, 17), ('obj', 17, 18), ('aux', 20, 19), ('parataxis', 6, 20), ('det', 23, 21), ('amod', 23, 22), ('obj', 20, 23), ('mark', 25, 24), ('ccomp', 20, 25), ('det', 27, 26), ('obj', 25, 27), ('punct', 6, 28), ('punct', 6, 29)]",it I 
670,984747_5,ob,,'Its super ugly that you have to parse exception message to get exception data member fields... but thats not your fault.' ,,,,,you ,you ,"[(""'"", '``'), ('Its', 'PRP$'), ('super', 'JJ'), ('ugly', 'JJ'), ('that', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('parse', 'VB'), ('exception', 'NN'), ('message', 'NN'), ('to', 'TO'), ('get', 'VB'), ('exception', 'NN'), ('data', 'NNS'), ('member', 'NN'), ('fields', 'NNS'), ('...', ','), ('but', 'CC'), ('thats', 'IN'), ('not', 'RB'), ('your', 'PRP$'), ('fault', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nmod:poss', 4, 2), ('amod', 4, 3), ('dep', 1, 4), ('mark', 9, 5), ('nsubj', 9, 6), ('aux', 9, 7), ('mark', 9, 8), ('ccomp', 4, 9), ('compound', 11, 10), ('obj', 9, 11), ('mark', 13, 12), ('xcomp', 9, 13), ('compound', 17, 14), ('compound', 16, 15), ('compound', 17, 16), ('obj', 13, 17), ('punct', 4, 18), ('cc', 23, 19), ('case', 23, 20), ('advmod', 23, 21), ('nmod:poss', 23, 22), ('conj', 4, 23), ('punct', 4, 24), ('punct', 4, 25)]",
